Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,activity,source_file,time_seconds
58.94,1004800,12.29662,5.655105,8.485051,-0.0441,1.323652,-0.115911,running,running-gisela-01.csv,58.94
58.96,1004820,11.15698,4.582502,5.688623,-0.012257,1.327516,-0.269127,running,running-gisela-01.csv,58.96
58.98,1004840,8.676587,3.490746,4.022259,0.178663,1.194818,-0.25607,running,running-gisela-01.csv,58.98
59.0,1004860,6.071695,3.031059,3.687071,0.005063,0.805782,-0.238884,running,running-gisela-01.csv,59.0
59.02,1004880,3.605668,1.733402,2.547431,-0.075009,0.664557,-0.181594,running,running-gisela-01.csv,59.02
59.04,1004900,1.70946,0.584185,1.714248,-0.054492,0.547847,-0.052893,running,running-gisela-01.csv,59.04
59.06,1004920,0.852336,-0.062249,1.355118,-0.008527,0.297505,0.099657,running,running-gisela-01.csv,59.06
59.08,1004940,0.732626,0.067038,1.489193,0.0441,0.059155,0.19998,running,running-gisela-01.csv,59.08
59.1,1004960,1.848324,0.885855,2.13084,0.095127,-0.04783,0.235819,running,running-gisela-01.csv,59.1
59.12,1004980,1.355118,1.039083,2.13084,0.083003,0.101389,0.326017,running,running-gisela-01.csv,59.12
59.14,1005000,0.833182,1.833959,2.70066,0.171868,-0.034107,0.381708,running,running-gisela-01.csv,59.14
59.16,1005020,4.994305,4.721366,6.282385,0.224761,-0.407821,0.294974,running,running-gisela-01.csv,59.16
59.18,1005040,16.927006,5.884948,7.225701,0.410485,-0.609266,-0.011058,running,running-gisela-01.csv,59.18
59.2,1005060,12.641385,4.601655,4.577713,0.181861,0.042234,0.537055,running,running-gisela-01.csv,59.2
59.22,1005080,11.884817,6.071695,7.565677,0.230224,-0.67002,0.659361,running,running-gisela-01.csv,59.22
59.24,1005100,16.4338,8.556877,9.02614,0.184925,-0.60527,0.47044,running,running-gisela-01.csv,59.24
59.26,1005120,17.606958,9.011775,9.222465,0.159877,-0.107518,0.289511,running,running-gisela-01.csv,59.26
59.28,1005140,13.594277,8.949526,9.739613,0.102455,0.328015,0.018786,running,running-gisela-01.csv,59.28
59.3,1005160,11.765107,8.762778,9.006987,0.085401,0.731706,-0.480698,running,running-gisela-01.csv,59.3
59.32,1005180,10.644621,6.967127,7.086837,0.122706,0.996969,-0.746628,running,running-gisela-01.csv,59.32
59.34,1005200,9.696517,4.635174,5.233725,0.232888,0.949006,-0.710922,running,running-gisela-01.csv,59.34
59.36,1005220,8.729259,3.294421,4.050989,0.463511,0.410752,-0.460314,running,running-gisela-01.csv,59.36
59.38,1005240,6.430826,2.394202,3.442862,0.018519,0.593678,-0.155747,running,running-gisela-01.csv,59.38
59.4,1005260,3.112462,1.206678,2.30801,0.110449,0.339207,0.050495,running,running-gisela-01.csv,59.4
59.42,1005280,0.430956,1.249773,1.953669,-0.028378,0.344669,0.217167,running,running-gisela-01.csv,59.42
59.44,1005300,0.92895,2.178724,2.418144,0.076075,-0.003464,0.140292,running,running-gisela-01.csv,59.44
59.46,1005320,3.323152,1.814805,2.60968,0.083136,-0.187856,-0.053159,running,running-gisela-01.csv,59.46
59.48,1005340,2.667141,0.80924,2.365471,0.097792,-0.272058,-0.009859,running,running-gisela-01.csv,59.48
59.5,1005360,1.096544,1.043872,3.1795,-0.02638,-0.332945,0.213836,running,running-gisela-01.csv,59.5
59.52,1005380,6.526594,4.750096,6.751649,-0.228225,-0.867469,0.170669,running,running-gisela-01.csv,59.52
59.54,1005400,13.081918,4.352659,6.842628,-0.166406,-0.620458,-0.077541,running,running-gisela-01.csv,59.54
59.56,1005420,10.170568,4.534618,6.047753,-0.358126,-0.247544,0.292975,running,running-gisela-01.csv,59.56
59.58,1005440,13.259089,6.301539,6.847417,-0.002398,-0.676282,0.399427,running,running-gisela-01.csv,59.58
59.6,1005460,18.579004,8.221688,9.380483,0.231289,-0.728375,0.16987,running,running-gisela-01.csv,59.6
59.62,1005480,16.888699,8.154651,10.472239,0.075675,-0.327749,0.132032,running,running-gisela-01.csv,59.62
59.64,1005500,14.255077,7.445967,10.477027,-0.16907,0.055824,-0.05236,running,running-gisela-01.csv,59.64
59.66,1005520,13.848063,6.105214,8.111555,-0.285648,0.508144,-0.199181,running,running-gisela-01.csv,59.66
59.68,1005540,11.343728,4.462792,6.71813,-0.172401,0.593012,-0.110315,running,running-gisela-01.csv,59.68
59.7,1005560,9.150639,3.452439,5.444415,-0.285381,0.617127,0.011058,running,running-gisela-01.csv,59.7
59.72,1005580,7.393295,2.920926,3.983952,-0.246478,0.458049,0.06102,running,running-gisela-01.csv,59.72
59.74,1005600,5.798757,2.30801,2.777274,-0.366119,0.389835,0.021583,running,running-gisela-01.csv,59.74
59.76,1005620,3.552995,1.000776,1.575385,-0.316824,-0.058755,-0.040902,running,running-gisela-01.csv,59.76
59.78,1005640,1.833959,-0.105345,1.206678,-0.488159,-0.072611,0.069413,running,running-gisela-01.csv,59.78
59.8,1005660,0.871489,-0.23942,0.823605,-0.361456,-0.059021,0.225294,running,running-gisela-01.csv,59.8
59.82,1005680,0.521936,-0.004788,1.058237,-0.17853,-0.015055,0.320288,running,running-gisela-01.csv,59.82
59.84,1005700,1.297657,0.445322,1.374272,-0.207974,-0.007861,0.280319,running,running-gisela-01.csv,59.84
59.86,1005720,2.274492,1.551443,1.714248,-0.444859,-0.065816,0.198248,running,running-gisela-01.csv,59.86
59.88,1005740,6.6894,4.376601,6.004658,-0.341072,-0.241282,0.064617,running,running-gisela-01.csv,59.88
59.9,1005760,15.816096,5.616797,5.899313,-0.184392,-0.09526,0.005196,running,running-gisela-01.csv,59.9
59.92,1005780,11.731588,4.381389,4.759673,0.280185,0.024648,0.741832,running,running-gisela-01.csv,59.92
59.94,1005800,13.163321,5.257667,6.526594,0.279652,-0.271792,0.78753,running,running-gisela-01.csv,59.94
59.96,1005820,15.945383,8.231265,9.150639,0.170003,-0.16534,0.577291,running,running-gisela-01.csv,59.96
59.98,1005840,15.44739,8.887277,9.65821,0.266462,0.026779,0.263132,running,running-gisela-01.csv,59.98
60.0,1005860,12.732365,8.753201,9.763555,0.321753,0.300836,-0.212637,running,running-gisela-01.csv,60.0
60.02,1005880,12.512098,7.680599,8.66701,0.345868,0.564234,-0.617527,running,running-gisela-01.csv,60.02
60.04,1005900,11.48738,5.770026,7.101202,0.379309,0.846018,-0.57396,running,running-gisela-01.csv,60.04
60.06,1005920,9.437943,3.98874,5.434838,0.620591,0.703994,-0.299237,running,running-gisela-01.csv,60.06
60.08,1005940,7.302315,2.935291,4.908113,0.394098,0.785531,-0.049296,running,running-gisela-01.csv,60.08
60.1,1005960,4.625597,1.838747,3.552995,0.267928,0.455917,0.018652,running,running-gisela-01.csv,60.1
60.12,1005980,2.475605,1.144428,2.896984,0.027312,0.310296,-0.000799,running,running-gisela-01.csv,60.12
60.14,1006000,0.905008,0.785298,2.135628,-0.185058,0.15668,-0.067815,running,running-gisela-01.csv,60.14
60.16,1006020,1.35033,1.244985,2.360683,-0.197315,-0.079139,-0.116977,running,running-gisela-01.csv,60.16
60.18,1006040,2.437297,1.781286,2.734178,-0.149352,-0.148953,-0.151484,running,running-gisela-01.csv,60.18
60.2,1006060,1.814805,1.292869,3.112462,-0.097525,-0.189055,-0.098191,running,running-gisela-01.csv,60.2
60.22,1006080,1.608904,1.082179,3.605668,-0.185325,-0.272991,0.001732,running,running-gisela-01.csv,60.22
60.24,1006100,9.873688,4.534618,7.445967,-0.414882,-0.758086,-0.244346,running,running-gisela-01.csv,60.24
60.26,1006120,15.203181,4.280833,5.784391,-0.089665,-0.457649,-0.194784,running,running-gisela-01.csv,60.26
60.28,1006140,11.042058,5.774815,7.115568,-0.097925,-0.608201,0.555441,running,running-gisela-01.csv,60.28
60.3,1006160,12.196063,6.397307,8.145074,0.699597,-0.342937,0.534524,running,running-gisela-01.csv,60.3
60.32,1006180,16.366762,7.805098,10.764331,0.679479,-0.206508,0.19132,running,running-gisela-01.csv,60.32
60.34,1006200,15.648502,6.124368,10.309433,0.735303,0.312028,0.028378,running,running-gisela-01.csv,60.34
60.36,1006220,12.081141,6.775591,10.572795,-0.115378,0.436466,-0.196649,running,running-gisela-01.csv,60.36
60.38,1006240,12.368446,5.865794,8.092402,-0.22676,0.667622,-0.355061,running,running-gisela-01.csv,60.38
60.4,1006260,11.439496,4.630386,6.200983,-0.185458,0.533058,-0.277254,running,running-gisela-01.csv,60.4
60.42,1006280,9.739613,3.605668,5.066131,-0.163342,0.424341,-0.117776,running,running-gisela-01.csv,60.42
60.44,1006300,7.61835,2.140416,3.715801,0.270326,-0.201845,0.027312,running,running-gisela-01.csv,60.44
60.46,1006320,5.659893,1.029507,2.844312,-0.133364,0.127636,0.134297,running,running-gisela-01.csv,60.46
60.48,1006340,2.99754,0.134075,1.685518,-0.091796,-0.090864,0.24328,running,running-gisela-01.csv,60.48
60.5,1006360,0.248997,0.517148,1.628057,-0.112447,-0.149352,0.356127,running,running-gisela-01.csv,60.5
60.52,1006380,0.0,0.316035,1.666364,-0.106718,0.000799,0.247277,running,running-gisela-01.csv,60.52
60.54,1006400,0.933739,0.047884,1.000776,-0.11338,0.087533,0.202511,running,running-gisela-01.csv,60.54
60.56,1006420,1.728614,0.933739,1.398214,-0.096726,-0.063018,0.27379,running,running-gisela-01.csv,60.56
60.58,1006440,3.816358,3.380613,3.687071,0.003464,-0.271259,0.267662,running,running-gisela-01.csv,60.58
60.6,1006460,13.876793,5.760449,7.038953,0.033708,-0.395963,0.008127,running,running-gisela-01.csv,60.6
60.62,1006480,12.990938,3.270479,3.792415,-0.040103,0.075675,0.347334,running,running-gisela-01.csv,60.62
60.64,1006500,10.658986,4.994305,5.554548,-0.064884,-0.577957,0.697066,running,running-gisela-01.csv,60.64
60.66,1006520,14.93503,6.895301,7.024588,0.146021,-0.539853,0.570363,running,running-gisela-01.csv,60.66
60.68,1006540,18.708292,9.476251,8.470686,0.048496,-0.272458,0.467508,running,running-gisela-01.csv,60.68
60.7,1006560,14.911088,8.729259,8.212111,0.084069,-0.197848,0.261933,running,running-gisela-01.csv,60.7
60.72,1006580,12.89517,8.001422,7.388506,0.089531,0.039037,-0.107784,running,running-gisela-01.csv,60.72
60.74,1006600,11.870452,6.617573,6.062119,0.210239,0.292043,-0.273657,running,running-gisela-01.csv,60.74
60.76,1006620,9.548077,4.831499,5.626374,0.179462,0.574093,-0.237818,running,running-gisela-01.csv,60.76
60.78,1006640,7.795521,3.734955,4.659117,0.138161,0.680545,-0.19998,running,running-gisela-01.csv,60.78
60.8,1006660,6.722919,2.801216,4.204218,0.107384,0.619392,-0.165606,running,running-gisela-01.csv,60.8
60.82,1006680,5.305551,1.551443,3.39019,-0.021184,0.554242,-0.133364,running,running-gisela-01.csv,60.82
60.84,1006700,2.796427,0.579397,2.446874,-0.115778,0.429404,-0.066083,running,running-gisela-01.csv,60.84
60.86,1006720,0.814029,0.770933,2.413355,-0.232755,0.29564,0.006129,running,running-gisela-01.csv,60.86
60.88,1006740,1.039083,1.268927,2.777274,-0.217433,0.069813,-0.079006,running,running-gisela-01.csv,60.88
60.9,1006760,2.15957,1.216254,3.294421,-0.325484,0.008127,-0.222363,running,running-gisela-01.csv,60.9
60.92,1006780,2.049437,0.627281,3.701436,-0.325351,-0.086867,-0.237285,running,running-gisela-01.csv,60.92
60.94,1006800,5.482722,3.184288,7.757214,-0.677348,-0.50055,-0.392366,running,running-gisela-01.csv,60.94
60.96,1006820,14.566323,4.338294,7.987057,-1.437165,-0.788196,-0.771409,running,running-gisela-01.csv,60.96
60.98,1006840,8.580819,4.252102,5.932832,-1.77011,-0.665224,-0.173067,running,running-gisela-01.csv,60.98
61.0,1006860,9.581595,6.14831,7.967903,-0.537854,-0.573028,0.006395,running,running-gisela-01.csv,61.0
61.02,1006880,14.149732,6.517017,9.844957,-0.185724,-0.27832,-0.309096,running,running-gisela-01.csv,61.02
61.04,1006900,16.783354,7.220912,10.85531,-0.470173,-0.311228,-0.482164,running,running-gisela-01.csv,61.04
61.06,1006920,13.062764,6.200983,10.333375,-0.341472,0.049828,-0.485361,running,running-gisela-01.csv,61.06
61.08,1006940,13.699622,5.324705,9.552865,-0.219165,0.439663,-0.550511,running,running-gisela-01.csv,61.08
61.1,1006960,13.895947,4.582502,7.718906,-0.193052,0.468574,-0.396763,running,running-gisela-01.csv,61.1
61.12,1006980,11.305421,4.118027,7.158663,0.039836,0.277654,-0.124971,running,running-gisela-01.csv,61.12
61.14,1007000,9.370906,3.864242,5.827487,0.20038,0.065949,-0.07421,running,running-gisela-01.csv,61.14
61.16,1007020,7.733272,3.289633,4.979939,0.108717,0.184792,-0.080338,running,running-gisela-01.csv,61.16
61.18,1007040,5.712565,2.025495,4.027047,0.106985,-0.066616,-0.132165,running,running-gisela-01.csv,61.18
61.2,1007060,3.189077,1.091756,3.145981,-0.000133,-0.128968,-0.048763,running,running-gisela-01.csv,61.2
61.22,1007080,0.703895,1.312023,2.892196,0.029844,0.031975,0.083802,running,running-gisela-01.csv,61.22
61.24,1007100,0.445322,1.73819,3.32794,0.034107,0.089798,-0.011325,running,running-gisela-01.csv,61.24
61.26,1007120,1.814805,1.37906,2.451663,-0.153216,0.09606,-0.172534,running,running-gisela-01.csv,61.26
61.28,1007140,1.853112,0.833182,1.623269,-0.185858,-0.011458,-0.020784,running,running-gisela-01.csv,61.28
61.3,1007160,2.169147,2.13084,2.059013,-0.124971,-0.180928,0.251807,running,running-gisela-01.csv,61.3
61.32,1007180,7.546524,5.602432,5.822699,-0.159211,-0.360257,0.203977,running,running-gisela-01.csv,61.32
61.34,1007200,14.561535,5.497087,5.00867,0.185858,-0.138294,0.184925,running,running-gisela-01.csv,61.34
61.36,1007220,10.457873,4.505888,5.051765,0.152949,-0.284182,0.620458,running,running-gisela-01.csv,61.36
61.38,1007240,12.373235,5.070919,6.181829,0.402358,-0.42594,0.572495,running,running-gisela-01.csv,61.38
61.4,1007260,14.867992,7.005434,7.565677,0.375046,-0.414349,0.410086,running,running-gisela-01.csv,61.4
61.42,1007280,15.303738,8.188169,7.97748,0.154815,-0.33521,0.185058,running,running-gisela-01.csv,61.42
61.44,1007300,11.722012,7.94875,7.354988,0.294974,-0.057689,-0.10885,running,running-gisela-01.csv,61.44
61.46,1007320,11.568783,7.177817,6.679823,0.415948,0.303234,-0.332545,running,running-gisela-01.csv,61.46
61.48,1007340,11.171345,5.597643,5.583278,0.789662,0.424341,-0.267662,running,running-gisela-01.csv,61.48
61.5,1007360,9.715671,4.232949,5.070919,0.963129,0.619925,0.019585,running,running-gisela-01.csv,61.5
61.52,1007380,7.627927,3.050213,4.496311,0.744363,0.654565,0.209306,running,running-gisela-01.csv,61.52
61.54,1007400,6.560112,2.48997,4.879383,0.397962,0.378377,0.231156,running,running-gisela-01.csv,61.54
61.56,1007420,4.419696,1.82917,2.916138,-0.238617,0.108983,0.190654,running,running-gisela-01.csv,61.56
61.58,1007440,1.867477,1.503559,1.671153,-0.254871,-0.033041,0.249809,running,running-gisela-01.csv,61.58
61.6,1007460,0.905008,2.030283,2.389413,-0.100323,-0.108717,0.223962,running,running-gisela-01.csv,61.6
61.62,1007480,3.050213,2.231396,2.887407,-0.052093,-0.09979,0.033574,running,running-gisela-01.csv,61.62
61.64,1007500,3.677494,1.541866,2.494758,-0.05156,-0.186257,-0.045965,running,running-gisela-01.csv,61.64
61.66,1007520,3.452439,1.862689,3.763685,-0.091397,-0.389435,-0.0004,running,running-gisela-01.csv,61.66
61.68,1007540,10.309433,3.974375,6.890512,-0.114579,-0.652167,-0.073277,running,running-gisela-01.csv,61.68
61.7,1007560,11.631032,4.031836,5.932832,-0.314426,-0.229291,0.169737,running,running-gisela-01.csv,61.7
61.72,1007580,10.079589,5.822699,7.034164,-0.257936,-0.433668,0.247277,running,running-gisela-01.csv,61.72
61.74,1007600,12.641385,6.177041,7.757214,-0.031842,-0.366253,-0.136162,running,running-gisela-01.csv,61.74
61.76,1007620,15.682021,7.278373,9.069236,-0.062485,-0.277787,-0.256337,running,running-gisela-01.csv,61.76
61.78,1007640,15.184027,7.479486,9.643845,-0.062485,-0.062352,-0.291776,running,running-gisela-01.csv,61.78
61.8,1007660,12.344504,7.13951,9.533711,-0.15628,0.3051,-0.37398,running,running-gisela-01.csv,61.8
61.82,1007680,13.10586,5.688623,8.078036,-0.178263,0.537988,-0.461646,running,running-gisela-01.csv,61.82
61.84,1007700,12.454638,4.548983,6.631939,-0.206508,0.518802,-0.272191,running,running-gisela-01.csv,61.84
61.86,1007720,9.993398,3.888184,5.501875,-0.122972,0.347734,-0.054358,running,running-gisela-01.csv,61.86
61.88,1007740,8.60955,3.399766,4.745308,-0.123639,0.313493,0.008926,running,running-gisela-01.csv,61.88
61.9,1007760,6.603208,1.695095,3.222595,-0.049296,0.172934,0.026913,running,running-gisela-01.csv,61.9
61.92,1007780,5.166687,0.59855,2.796427,-0.085135,-0.073277,0.112314,running,running-gisela-01.csv,61.92
61.94,1007800,2.777274,0.062249,2.059013,-0.097925,-0.103254,0.273124,running,running-gisela-01.csv,61.94
61.96,1007820,0.59855,0.651223,2.523489,-0.176931,0.012923,0.300969,running,running-gisela-01.csv,61.96
61.98,1007840,1.11091,0.723049,2.561796,-0.106985,0.103654,0.136962,running,running-gisela-01.csv,61.98
62.0,1007860,2.030283,0.794875,1.73819,-0.14389,0.198781,0.112181,running,running-gisela-01.csv,62.0
62.02,1007880,2.466028,1.685518,1.92015,-0.062485,0.088466,0.159211,running,running-gisela-01.csv,62.02
62.04,1007900,6.200983,4.544195,4.831499,0.020917,-0.009593,0.11258,running,running-gisela-01.csv,62.04
62.06,1007920,13.369223,5.3678,5.554548,0.021317,0.104187,0.033175,running,running-gisela-01.csv,62.06
62.08,1007940,11.482592,4.616021,4.970363,-0.017853,-0.070346,0.360124,running,running-gisela-01.csv,62.08
0.0,1190180,8.571242,3.936068,5.358223,-0.027579,-0.091397,0.076208,squatting,squatting-gisela-01.csv,0.0
0.02,1190200,8.633492,3.797204,5.262455,-0.045165,-0.131766,0.094594,squatting,squatting-gisela-01.csv,0.02
0.04,1190220,8.738836,3.74932,5.152322,-0.065683,-0.18719,0.124172,squatting,squatting-gisela-01.csv,0.04
0.06,1190240,8.470686,3.816358,5.027823,-0.094194,-0.214103,0.149086,squatting,squatting-gisela-01.csv,0.06
0.08,1190260,8.221688,3.945644,5.090073,-0.103387,-0.236352,0.122306,squatting,squatting-gisela-01.csv,0.08
0.1,1190280,7.94875,4.027047,5.152322,-0.096326,-0.181194,0.063951,squatting,squatting-gisela-01.csv,0.1
0.12,1190300,8.101978,4.103662,5.157111,-0.092196,-0.100323,0.030643,squatting,squatting-gisela-01.csv,0.12
0.14,1190320,8.09719,4.094085,5.104438,-0.080738,-0.020518,0.022116,squatting,squatting-gisela-01.csv,0.14
0.16,1190340,8.178593,4.122815,5.046977,-0.060221,0.021583,0.014256,squatting,squatting-gisela-01.csv,0.16
0.18,1190360,8.389283,4.074931,5.032612,-0.027046,0.027979,0.019052,squatting,squatting-gisela-01.csv,0.18
0.2,1190380,8.42759,4.094085,5.080496,-0.013057,0.038237,0.027712,squatting,squatting-gisela-01.csv,0.2
0.22,1190400,8.350976,4.055778,5.176264,-0.005995,0.045165,0.038504,squatting,squatting-gisela-01.csv,0.22
0.24,1190420,8.355764,4.113238,5.238513,-0.012124,0.033175,0.017986,squatting,squatting-gisela-01.csv,0.24
0.26,1190440,8.494628,4.055778,5.181053,-0.023182,0.015988,0.006795,squatting,squatting-gisela-01.csv,0.26
0.28,1190460,8.51857,4.027047,5.166687,-0.039969,0.002665,-0.007994,squatting,squatting-gisela-01.csv,0.28
0.3,1190480,8.556877,3.969586,5.094861,-0.05236,-0.030776,-0.013989,squatting,squatting-gisela-01.csv,0.3
0.32,1190500,8.585608,3.950433,5.066131,-0.072078,-0.057423,-0.008793,squatting,squatting-gisela-01.csv,0.32
0.34,1190520,8.465898,3.931279,5.061342,-0.092063,-0.065816,-0.007861,squatting,squatting-gisela-01.csv,0.34
0.36,1190540,8.48984,3.964798,4.984728,-0.113646,-0.068481,-0.015055,squatting,squatting-gisela-01.csv,0.36
0.38,1190560,8.595184,3.964798,4.951209,-0.12204,-0.06555,-0.034374,squatting,squatting-gisela-01.csv,0.38
0.4,1190580,8.652645,3.912126,4.932055,-0.141625,-0.06475,-0.035839,squatting,squatting-gisela-01.csv,0.4
0.42,1190600,8.66701,3.883395,4.802769,-0.155481,-0.05649,-0.024115,squatting,squatting-gisela-01.csv,0.42
0.44,1190620,8.566454,4.027047,4.879383,-0.15668,-0.052493,-0.033974,squatting,squatting-gisela-01.csv,0.44
0.46,1190640,8.379706,4.050989,5.018247,-0.144822,-0.02598,-0.061553,squatting,squatting-gisela-01.csv,0.46
0.48,1190660,8.269572,4.031836,4.932055,-0.159211,-0.009593,-0.098325,squatting,squatting-gisela-01.csv,0.48
0.5,1190680,8.403648,3.950433,4.845864,-0.151217,0.008127,-0.127103,squatting,squatting-gisela-01.csv,0.5
0.52,1190700,8.42759,3.825934,4.707001,-0.165606,0.026913,-0.131366,squatting,squatting-gisela-01.csv,0.52
0.54,1190720,8.461109,3.763685,4.625597,-0.16574,0.030377,-0.1307,squatting,squatting-gisela-01.csv,0.54
0.56,1190740,8.327033,3.825934,4.716578,-0.180129,0.055957,-0.153216,squatting,squatting-gisela-01.csv,0.56
0.58,1190760,8.101978,3.734955,4.654328,-0.197049,0.096193,-0.190521,squatting,squatting-gisela-01.csv,0.58
0.6,1190780,8.116343,3.801992,4.659117,-0.203311,0.140692,-0.223695,squatting,squatting-gisela-01.csv,0.6
0.62,1190800,8.274361,3.98874,4.721366,-0.210772,0.160011,-0.252207,squatting,squatting-gisela-01.csv,0.62
0.64,1190820,8.202535,3.98874,4.802769,-0.208773,0.161476,-0.26513,squatting,squatting-gisela-01.csv,0.64
0.66,1190840,7.805098,4.151546,5.109226,-0.225028,0.178796,-0.257003,squatting,squatting-gisela-01.csv,0.66
0.68,1190860,7.833828,4.185065,5.21936,-0.235286,0.189055,-0.264331,squatting,squatting-gisela-01.csv,0.68
0.7,1190880,8.111555,4.113238,5.032612,-0.253139,0.171335,-0.256337,squatting,squatting-gisela-01.csv,0.7
0.72,1190900,8.078036,4.098873,5.114015,-0.257003,0.137894,-0.203178,squatting,squatting-gisela-01.csv,0.72
0.74,1190920,7.690176,4.127604,5.176264,-0.251807,0.130833,-0.163608,squatting,squatting-gisela-01.csv,0.74
0.76,1190940,7.580042,4.156334,5.166687,-0.23875,0.115378,-0.154149,squatting,squatting-gisela-01.csv,0.76
0.78,1190960,7.369353,4.060566,5.042189,-0.212104,0.113247,-0.145622,squatting,squatting-gisela-01.csv,0.78
0.8,1190980,7.053318,3.89776,5.046977,-0.193052,0.10472,-0.143623,squatting,squatting-gisela-01.csv,0.8
0.82,1191000,7.445967,3.950433,5.075707,-0.180528,0.071545,-0.135763,squatting,squatting-gisela-01.csv,0.82
0.84,1191020,7.43639,4.055778,5.181053,-0.166006,0.090997,-0.11298,squatting,squatting-gisela-01.csv,0.84
0.86,1191040,6.92882,3.912126,5.085284,-0.162142,0.118842,-0.105253,squatting,squatting-gisela-01.csv,0.86
0.88,1191060,6.766014,3.811569,4.960786,-0.143623,0.106851,-0.113913,squatting,squatting-gisela-01.csv,0.88
0.9,1191080,6.411672,3.620033,4.721366,-0.109383,0.136695,-0.106452,squatting,squatting-gisela-01.csv,0.9
0.92,1191100,6.253655,3.624821,4.654328,-0.08327,0.117643,-0.09073,squatting,squatting-gisela-01.csv,0.92
0.94,1191120,6.493075,3.758897,4.630386,-0.021717,0.068081,-0.061153,squatting,squatting-gisela-01.csv,0.94
0.96,1191140,6.631939,3.792415,4.601655,0.039836,0.02598,-0.019851,squatting,squatting-gisela-01.csv,0.96
0.98,1191160,6.167464,3.519476,4.46758,0.029977,0.008926,0.035306,squatting,squatting-gisela-01.csv,0.98
1.0,1191180,5.075707,3.213019,4.285621,0.00826,0.034507,0.103387,squatting,squatting-gisela-01.csv,1.0
1.02,1191200,4.707001,3.548207,4.730943,-0.02598,-0.019851,0.132032,squatting,squatting-gisela-01.csv,1.02
1.04,1191220,6.47871,3.873818,4.79798,-0.036639,-0.117377,0.122839,squatting,squatting-gisela-01.csv,1.04
1.06,1191240,7.872135,3.687071,4.333505,-0.064217,-0.172534,0.129101,squatting,squatting-gisela-01.csv,1.06
1.08,1191260,6.363788,3.193865,4.041412,-0.120041,-0.200779,0.241015,squatting,squatting-gisela-01.csv,1.08
1.1,1191280,5.473145,3.150769,4.261679,-0.127902,-0.328681,0.323086,squatting,squatting-gisela-01.csv,1.1
1.12,1191300,6.512228,3.050213,4.027047,-0.138161,-0.46924,0.370516,squatting,squatting-gisela-01.csv,1.12
1.14,1191320,8.240842,3.20823,3.835511,-0.164274,-0.722646,0.463245,squatting,squatting-gisela-01.csv,1.14
1.16,1191340,8.78672,2.949656,3.730166,-0.175998,-0.924358,0.579689,squatting,squatting-gisela-01.csv,1.16
1.18,1191360,6.698977,2.94008,4.29041,-0.194784,-0.846951,0.62632,squatting,squatting-gisela-01.csv,1.18
1.2,1191380,5.00867,3.32794,5.003881,-0.165074,-0.565433,0.424341,squatting,squatting-gisela-01.csv,1.2
1.22,1191400,6.411672,3.409343,4.76925,-0.117643,-0.376511,0.228225,squatting,squatting-gisela-01.csv,1.22
1.24,1191420,8.60955,3.452439,4.232949,-0.132432,-0.384772,0.17027,squatting,squatting-gisela-01.csv,1.24
1.26,1191440,9.069236,3.576937,4.539406,-0.166273,-0.303101,0.153882,squatting,squatting-gisela-01.csv,1.26
1.28,1191460,7.129933,3.86903,5.166687,-0.1744,-0.203577,0.169737,squatting,squatting-gisela-01.csv,1.28
1.3,1191480,7.608773,4.209007,5.568913,-0.158012,-0.211172,0.13896,squatting,squatting-gisela-01.csv,1.3
1.32,1191500,9.126697,4.237737,5.372589,-0.117776,-0.176931,0.06928,squatting,squatting-gisela-01.csv,1.32
1.34,1191520,10.31901,4.146757,5.434838,-0.112847,-0.150685,0.075009,squatting,squatting-gisela-01.csv,1.34
1.36,1191540,9.639056,4.213795,5.640739,-0.125904,-0.061686,0.156014,squatting,squatting-gisela-01.csv,1.36
1.38,1191560,9.011775,4.884171,6.052542,-0.110182,0.001599,0.149352,squatting,squatting-gisela-01.csv,1.38
1.4,1191580,9.112331,5.252879,6.0286,-0.039436,0.007727,0.023315,squatting,squatting-gisela-01.csv,1.4
1.42,1191600,10.55843,5.152322,5.918467,0.03877,-0.054492,-0.072078,squatting,squatting-gisela-01.csv,1.42
1.44,1191620,11.066,4.76925,5.841852,0.072744,-0.047697,-0.081005,squatting,squatting-gisela-01.csv,1.44
1.46,1191640,9.849746,4.884171,6.272809,0.035706,0.017986,-0.064484,squatting,squatting-gisela-01.csv,1.46
1.48,1191660,8.892065,5.181053,6.622362,0.032775,0.08207,-0.084335,squatting,squatting-gisela-01.csv,1.48
1.5,1191680,9.246407,5.45878,6.574478,0.035173,0.136162,-0.106718,squatting,squatting-gisela-01.csv,1.5
1.52,1191700,10.97502,5.027823,6.196194,0.039969,0.155348,-0.06928,squatting,squatting-gisela-01.csv,1.52
1.54,1191720,11.865664,4.491522,5.851429,0.068614,0.08207,0.099657,squatting,squatting-gisela-01.csv,1.54
1.56,1191740,10.261548,4.802769,5.932832,0.057289,-0.019319,0.205976,squatting,squatting-gisela-01.csv,1.56
1.58,1191760,9.840169,5.267244,6.311116,0.107784,-0.089531,0.104453,squatting,squatting-gisela-01.csv,1.58
1.6,1191780,10.505757,4.927267,5.93762,0.140959,-0.092196,-0.005329,squatting,squatting-gisela-01.csv,1.6
1.62,1191800,10.821792,4.501099,5.726931,0.132299,-0.128968,0.027845,squatting,squatting-gisela-01.csv,1.62
